"chr","pos","strand","Name","Probe_rs","Probe_maf","CpG_rs","CpG_maf","SBE_rs","SBE_maf","Islands_Name","Relation_to_Island","UCSC_RefGene_Name","UCSC_RefGene_Accession","UCSC_RefGene_Group","Phantom","DMR","Enhancer","HMM_Island","Regulatory_Feature_Name","Regulatory_Feature_Group","DHS","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"cg15525848","chr5",16509123,"-","cg15525848",NA,NA,NA,NA,NA,NA,"","OpenSea","FAM134B;FAM134B","NM_001034850;NM_019000","Body;TSS200","","","TRUE","","","","TRUE",-0.832758998708252,0.725988229054225,-4.90005019258624,1.34119439207915e-05,0.0069955167819361,3.08525878999382
"cg00601743","chr16",87468206,"-","cg00601743","rs73240837",0.101966,NA,NA,NA,NA,"","OpenSea","ZCCHC14","NM_015144","Body","","","","16:86025707-86025753","","","",-0.480959415417772,2.03471613784993,-4.89945995774506,1.34379971951716e-05,0.00699885864151158,3.08350492308764
"cg13320585","chr12",79812901,"-","cg13320585",NA,NA,NA,NA,NA,NA,"","OpenSea","MIR1252;SYT1;SYT1;SYT1","NR_031700;NM_005639;NM_001135805;NM_001135806","TSS200;Body;Body;Body","","","","","","","",0.662353378535181,1.7689250761751,4.89873367067309,1.34701243716599e-05,0.00700534957194449,3.08134684879238
"cg02152233","chr1",29189789,"+","cg02152233",NA,NA,NA,NA,NA,NA,"chr1:29189307-29189952","Island","OPRD1","NM_000911","Body","","","","1:29061923-29062575","","","",2.18976159254524,3.19601063056742,4.89814333235729,1.34962936629166e-05,0.00700872760341942,3.07959278523269
"cg06035250","chr1",21835217,"-","cg06035250",NA,NA,NA,NA,NA,NA,"chr1:21835548-21836344","N_Shore","ALPL","NM_000478","TSS1500","","","","","1:21835151-21836205","Unclassified","",-0.600258573606979,-0.263785835594012,-4.89730251170469,1.35336532254502e-05,0.00701673702509603,3.07709455306927
"cg06355422","chr22",50013649,"+","cg06355422",NA,NA,NA,NA,NA,NA,"chr22:50008958-50009712","S_Shelf","C22orf34","NR_026997","Body","","","","22:48399407-48399891","","","",-1.94894605770181,3.67702449893884,-4.89648902034066,1.35698955231797e-05,0.00701673702509603,3.07467761734897
"cg18222865","chr11",14664689,"-","cg18222865",NA,NA,NA,NA,NA,NA,"chr11:14665053-14666674","N_Shore","PDE3B;PSMA1","NM_000922;NM_148976","TSS1500;5'UTR","","","","11:14621174-14621370","","","",-0.506760046314063,0.24803403621249,-4.89646860976574,1.35708060752885e-05,0.00701673702509603,3.07461697742055
"cg01385679","chr20",45033155,"-","cg01385679",NA,NA,NA,NA,NA,NA,"chr20:45034723-45035418","N_Shore","ELMO2;ELMO2","NM_182764;NM_133171","5'UTR;5'UTR","","","","","","","",0.648675871221341,0.855837155747637,4.89505729418797,1.36339136818981e-05,0.00703915011537361,3.07042409573054
"cg09323400","chr12",113535362,"-","cg09323400",NA,NA,NA,NA,NA,NA,"chr12:113530914-113531476","S_Shelf","DTX1","NM_004416","3'UTR","","","","","","","",-0.716357659927779,2.44368469650412,-4.89294193945707,1.37290449089184e-05,0.00707800810937428,3.06414011623472
"cg13502215","chr9",101469203,"+","cg13502215",NA,NA,NA,NA,NA,NA,"chr9:101469579-101472154","N_Shore","GABBR2","NM_005458","Body","","","TRUE","","9:101468872-101470121","Unclassified_Cell_type_specific","",-0.745012825327654,-2.13036202134773,-4.89246557100884,1.37505581486573e-05,0.0070788548954746,3.06272508062217
"cg10685128","chr4",141648570,"+","cg10685128",NA,NA,NA,NA,NA,NA,"","OpenSea","TBC1D9","NM_015130","Body","","","TRUE","","","","",0.756961825690086,2.73900904007963,4.89199678972128,1.37717611888318e-05,0.00707953977592406,3.06133261420851
"cg05291773","chr21",37500642,"-","cg05291773",NA,NA,NA,NA,NA,NA,"chr21:37502377-37502826","N_Shore","","","","","","","","","","",0.809087333971978,1.98745186539452,4.89112324915328,1.38113575724192e-05,0.0070896643780785,3.05873793637225
"cg11888738","chr4",1202911,"+","cg11888738",NA,NA,NA,NA,NA,NA,"chr4:1202956-1203200","N_Shore","LOC100130872;LOC100130872-SPON2","NR_024569;NR_033182","TSS200;TSS1500","","","","4:1192911-1193178","","","",-0.544081821817671,1.82794188670919,-4.88806797245906,1.39507338086623e-05,0.00714696982508141,3.0496637105753
"cg21258259","chr13",114281006,"+","cg21258259",NA,NA,NA,NA,NA,NA,"chr13:114279913-114280355","S_Shore","TFDP1;TFDP1","NR_026580;NM_007111","Body;Body","","","TRUE","13:113328796-113329008","","","",-0.924868289965239,2.85875224007593,-4.88779795334247,1.39631180739566e-05,0.00714696982508141,3.04886181371631
"cg13917964","chr7",30635712,"+","cg13917964",NA,NA,NA,NA,NA,NA,"chr7:30634124-30635058","S_Shore","GARS","NM_002047","Body","","","","7:30602237-30602364","","","",-1.18336398218764,-2.07054905752228,-4.88561708696401,1.40635402575021e-05,0.00717629020987104,3.042385510341
"cg01354411","chr4",100996832,"-","cg01354411",NA,NA,NA,NA,NA,NA,"","OpenSea","","","","","","TRUE","","","","",0.545439613661976,2.91714255754255,4.88556750109654,1.40658317923211e-05,0.00717629020987104,3.04223826808087
"cg24029096","chr8",95037391,"+","cg24029096","rs73695803",0.032361,NA,NA,NA,NA,"","OpenSea","","","","","","TRUE","","","","",1.01323829438906,3.59812261841195,4.8852430601966,1.40808344164826e-05,0.00717629020987104,3.04127486905806
"cg19905587","chr2",85554135,"-","cg19905587",NA,NA,NA,NA,NA,NA,"chr2:85554134-85555414","Island","TGOLN2","NM_006464","Body","","RDMR","","2:85407646-85409132","","","",-0.717553482358657,-2.61893787173289,-4.88423801886529,1.41274091926582e-05,0.00718974126834076,3.03829058294117
"cg18060909","chr5",150534782,"-","cg18060909",NA,NA,NA,NA,NA,NA,"chr5:150537019-150537418","N_Shelf","ANXA6;ANXA6","NM_001155;NM_004033","5'UTR;5'UTR","","","","","5:150534777-150535985","Unclassified","",1.4403563590056,0.932730591736668,4.88293663464764,1.41879425256074e-05,0.0072102476248716,3.03442657825958
"cg00469771","chr17",79799525,"+","cg00469771",NA,NA,NA,NA,NA,NA,"chr17:79799286-79799624","Island","","","","","","","17:77392543-77392877","","","",-0.605817816184427,0.419435648460455,-4.88013309011344,1.43192182135336e-05,0.00726659528843345,3.02610326940107
"cg01330312","chr10",51567670,"+","cg01330312",NA,NA,NA,NA,NA,NA,"chr10:51565071-51565648","S_Shelf","NCOA4;NCOA4;NCOA4","NM_001145261;NM_001145263;NM_001145260","5'UTR;5'UTR;5'UTR","","","","","","","",-0.700393263791764,0.844876560646856,-4.87793596978584,1.44229343122141e-05,0.00730881683364822,3.01958114301282
"cg00811020","chr14",57858335,"+","cg00811020",NA,NA,NA,NA,NA,NA,"chr14:57856944-57858351","Island","NAA30","NM_001011713","Body","","RDMR","","","14:57856548-57858521","Promoter_Associated","",-0.712230744823874,-2.07163906004123,-4.87468572181059,1.45777230715207e-05,0.00737077875577871,3.00993411013679
"cg14534148","chr6",170559869,"-","cg14534148",NA,NA,NA,NA,NA,NA,"","OpenSea","","","","","","","6:170401639-170401841","","","",-0.741959163923038,2.90162158823824,-4.87450060882732,1.45865879460034e-05,0.00737077875577871,3.00938472434619
"cg06042504","chr8",55087323,"-","cg06042504",NA,NA,NA,NA,NA,NA,"","OpenSea","","","","","","","8:55249630-55250022","","","",2.06700540267705,2.81699497181814,4.87352356904752,1.46334655017326e-05,0.00738399280122481,3.00648510928151
"cg13985198","chr1",45242073,"+","cg13985198",NA,NA,NA,NA,NA,NA,"chr1:45241013-45241900","S_Shore","SNORD46;RPS8;SNORD38A","NR_000024;NM_001012;NR_001456","TSS200;Body;TSS1500","","","","","1:45240714-45242398","Promoter_Associated","",-1.1193191838153,-3.56822907810115,-4.87110493262773,1.47501493459355e-05,0.00743234364037172,2.99930778960247
"cg26135325","chr1",152595322,"-","cg26135325",NA,NA,NA,NA,NA,NA,"","OpenSea","LCE3A","NM_178431","1stExon","","","","","","","",-1.34090746653252,-1.05255759516955,-4.86730753213538,1.49352023708891e-05,0.00751495927770816,2.98804071161111
"cg01092108","chr5",33362853,"+","cg01092108",NA,NA,NA,NA,NA,NA,"","OpenSea","","","","","","TRUE","","","","",0.909722492466516,1.52321966019201,4.86571577681534,1.50134498237619e-05,0.00754367620940204,2.98331852519482
"cg24247537","chr11",457278,"+","cg24247537",NA,NA,NA,NA,NA,NA,"chr11:459088-459345","N_Shore","PTDSS2","NM_030783","Body","","","","11:447256-447322","11:456465-457688","Unclassified_Cell_type_specific","",0.957461937769767,-2.29435043431687,4.8645905882659,1.50690053932931e-05,0.00756092651596297,2.97998070627644
"cg02010963","chr16",4663820,"+","cg02010963",NA,NA,NA,NA,NA,NA,"chr16:4664006-4666782","N_Shore","FAM100A","NM_145253","Body","","","","","16:4663528-4665469","Promoter_Associated","",-0.645955039972606,-1.10012623892594,-4.86284969599944,1.51553604462833e-05,0.00759356031249814,2.97481679996665
"cg14330293","chr17",1374051,"+","cg14330293",NA,NA,NA,NA,NA,NA,"chr17:1375216-1375460","N_Shore","MYO1C;MYO1C;MYO1C","NM_001080779;NM_033375;NM_001080950","Body;Body;Body","","","","17:1320307-1320907","","","",-0.779381280006633,0.758745310911136,-4.86137162520654,1.52290611834598e-05,0.00761422420948276,2.97043283766191
"cg19321684","chr6",32159933,"-","cg19321684",NA,NA,NA,NA,NA,NA,"chr6:32163292-32164383","N_Shelf","GPSM3","NM_022107","Body","","","","","","","",1.02904217458302,-0.741963547050939,4.86116586485592,1.52393489350341e-05,0.00761422420948276,2.96982257753071
"cg14707053","chr6",42019127,"+","cg14707053",NA,NA,NA,NA,NA,NA,"chr6:42018139-42018604","S_Shore","TAF8","NM_138572","Body","","RDMR","","","6:42019057-42019185","Promoter_Associated","",-0.631081713590282,1.0629910155297,-4.86032255018187,1.52815851807449e-05,0.00762463349119675,2.96732147456222
"cg05967404","chr22",37824343,"+","cg05967404","rs75704286",0.235267,NA,NA,NA,NA,"chr22:37823011-37824119","S_Shore","ELFN2","NM_052906","TSS1500","","","","","","","",-0.765534383430872,-0.0244324268953939,-4.8597312302543,1.53112693966107e-05,0.0076287596730008,2.96556780065241
"cg17999280","chr6",161557748,"-","cg17999280",NA,NA,NA,NA,NA,NA,"","OpenSea","AGPAT4","NM_020133","Body","","","","6:161477709-161477758","","","",-0.620706879980012,2.30447530963202,-4.8591947867015,1.53382479732849e-05,0.00763152814140066,2.96397691819402
"cg04240471","chr7",2420162,"+","cg04240471","rs76427867",0.012357,NA,NA,NA,NA,"chr7:2419808-2420340","Island","EIF3B;EIF3B","NM_003751;NM_001037283","3'UTR;3'UTR","high-CpG:2386684-2386689","","","7:2385238-2386866","","","",-1.00126942051404,4.4528442707492,-4.85647653568881,1.54756747204519e-05,0.00768237076988729,2.95591630310106
"cg27008363","chr12",54449761,"+","cg27008363","rs45625633",0.013021,NA,NA,NA,NA,"chr12:54447744-54448091","S_Shore","HOXC4;HOXC4","NM_014620;NM_153633","3'UTR;3'UTR","","","","","","","",-1.00958787791304,2.73592536972653,-4.85632121383569,1.54835638753641e-05,0.00768237076988729,2.95545574984054
"cg14427233","chr2",37551081,"-","cg14427233","rs78622604",0.018663,NA,NA,NA,NA,"chr2:37551350-37552546","N_Shore","","","","","","","2:37404528-37404637","","","",-0.928586624444654,-3.48859433055409,-4.85578089369322,1.55110388640148e-05,0.00768529908221271,2.95385364525734
"cg20636351","chr8",55087400,"+","cg20636351",NA,NA,NA,NA,NA,NA,"","OpenSea","","","","","","","8:55249630-55250022","","","",2.77920409061628,2.60722964277805,4.8552843467962,1.55363303628646e-05,0.00768713890294265,2.95238137121473
"cg07195282","chr19",12444484,"+","cg07195282",NA,NA,NA,NA,NA,NA,"chr19:12444032-12444548","Island","ZNF563;ZNF563","NM_145276;NM_145276","1stExon;5'UTR","","","TRUE","19:12305033-12305548","19:12443347-12444997","Promoter_Associated","",0.984694320496347,-3.91592847209239,4.85341068103912,1.56321315646518e-05,0.00771311503045968,2.94682623651134
"cg01714811","chr3",27764473,"+","cg01714811",NA,NA,NA,NA,NA,NA,"chr3:27765196-27765675","N_Shore","EOMES","NM_005442","TSS1500","","CDMR","","3:27739477-27739962","3:27764465-27765822","Unclassified_Cell_type_specific","TRUE",-0.585952369275938,-1.83932531216868,-4.85341066227942,1.56321325267495e-05,0.00771311503045968,2.94682618089432
"cg11416874","chr5",148929352,"+","cg11416874","rs116336153",0.021286,NA,NA,NA,NA,"chr5:148930249-148931244","N_Shore","CSNK1A1;CSNK1A1","NM_001025105;NM_001892","Body;Body","","RDMR","","5:148909203-148909572","","","",-0.832013491373003,-2.77540710940955,-4.85297165015871,1.56546634084311e-05,0.00771354850060376,2.94552465240114
"cg17591595","chr7",27171051,"+","cg17591595",NA,NA,NA,NA,NA,NA,"chr7:27169572-27170638","S_Shore","HOXA4","NM_002141","TSS1500","","RDMR","","7:27136937-27137577","7:27170014-27171090","Promoter_Associated","TRUE",-0.947479711287495,0.873942920358337,-4.85158319529396,1.57261322110859e-05,0.0077380607314065,2.9414085240013
"cg05628417","chr6",105628165,"+","cg05628417",NA,NA,NA,NA,NA,NA,"chr6:105627406-105627830","S_Shore","POPDC3","NM_022361","TSS1500","","","","","","","TRUE",-0.666897684014998,-2.02080881113747,-4.85027960619264,1.57935252273087e-05,0.00775427754837133,2.93754424619234
"cg21415424","chr6",37503074,"+","cg21415424",NA,NA,NA,NA,NA,NA,"chr6:37503538-37504291","N_Shore","","","","","","","","","","",-0.895702826208474,1.09916415418981,-4.84935137449997,1.58416863660335e-05,0.00775427754837133,2.93479280964505
"cg19547694","chr22",50174005,"+","cg19547694","rs73439743",0.017367,NA,NA,NA,NA,"chr22:50177720-50178221","N_Shelf","BRD1;LOC90834","NM_014577;NR_026993","Body;TSS200","","","TRUE","","","","",-0.741970893052815,2.69730116308757,-4.84900363722193,1.5859765886986e-05,0.00775427754837133,2.9337620905225
"cg02105691","chr20",62695174,"+","cg02105691",NA,NA,NA,NA,NA,NA,"chr20:62693942-62695282","Island","TCEA2;TCEA2","NM_003195;NM_198723","Body;5'UTR","","","","20:62164415-62165690","20:62694020-62695720","Promoter_Associated","",-0.882403847827708,-3.04448117690581,-4.84839595559454,1.58914092251744e-05,0.00775427754837133,2.93196092062613
"cg03043406","chr1",45242356,"-","cg03043406",NA,NA,NA,NA,NA,NA,"chr1:45241013-45241900","S_Shore","RPS8;SNORD38A","NM_001012;NR_001456","Body;TSS1500","","","","","1:45240714-45242398","Promoter_Associated","",-0.842934534134422,0.532778514753893,-4.84816685544696,1.59033551203086e-05,0.00775427754837133,2.93128188160108
"cg07955004","chr17",79803515,"+","cg07955004",NA,NA,NA,NA,NA,NA,"chr17:79804259-79804488","N_Shore","P4HB","NM_000918","Body","","","","17:77396782-77396847","","","",-0.805436539163892,3.08807141957648,-4.84768002486021,1.59287691540901e-05,0.00775427754837133,2.92983897128071
"cg01660716","chr14",105667315,"+","cg01660716",NA,NA,NA,NA,NA,NA,"chr14:105662777-105663403","S_Shelf","","","","","","","14:104738302-104738561","","","",-0.766182257817273,1.76016367698633,-4.84767741172483,1.59289056755924e-05,0.00775427754837133,2.92983122634167
"cg07140497","chr12",113550113,"+","cg07140497",NA,NA,NA,NA,NA,NA,"chr12:113549885-113550165","Island","RASAL1","NM_004658","Body","","","","12:112034215-112034575","","","",1.29202017813185,2.29525458264823,4.84743153988119,1.59417562434521e-05,0.00775427754837133,2.92910250388367
"cg17820039","chr15",81218869,"+","cg17820039",NA,NA,NA,NA,NA,NA,"","OpenSea","KIAA1199","NM_018689","Body","","","TRUE","","","","",-0.696311215222213,1.75030238132953,-4.84703102766724,1.59627110118717e-05,0.00775427754837133,2.92791547305224
"cg12126990","chr2",100588044,"-","cg12126990",NA,NA,NA,NA,NA,NA,"","OpenSea","AFF3;AFF3","NM_001025108;NM_002285","Body;Body","","","TRUE","","","","",-0.761676762741431,1.88514396349474,-4.8467628581959,1.59767567839677e-05,0.00775427754837133,2.92712069072687
"cg08182193","chr14",105942243,"+","cg08182193",NA,NA,NA,NA,NA,NA,"chr14:105940325-105941900","S_Shore","CRIP2","NM_001312","Body","","","","","14:105941843-105942540","Unclassified_Cell_type_specific","",-1.00695624403439,-0.443121353505939,-4.84627879675084,1.60021410502125e-05,0.0077560309366435,2.92568608994337
"cg17220161","chr1",203242601,"-","cg17220161",NA,NA,NA,NA,NA,NA,"chr1:203242519-203242818","Island","","","","","","TRUE","1:201508899-201509375","1:203241935-203242840","Promoter_Associated","TRUE",0.725409472581949,-0.111442541298114,4.84532885354787,1.60520717936752e-05,0.00776966075562202,2.92287086961552
"cg11748187","chr10",114713108,"+","cg11748187",NA,NA,NA,NA,NA,NA,"chr10:114712115-114712544","S_Shore","TCF7L2;TCF7L2;TCF7L2;TCF7L2;TCF7L2;TCF7L2","NM_001146284;NM_001146285;NM_030756;NM_001146274;NM_001146286;NM_001146283","Body;Body;Body;Body;Body;Body","","","","10:114703011-114703223","","","",-1.10401508393959,-0.320052589384597,-4.844549734113,1.60931382744314e-05,0.00777896885288307,2.92056199846567
"cg10385390","chr1",8022505,"-","cg10385390","rs58693705",0.046203,NA,NA,NA,NA,"chr1:8021301-8022226","S_Shore","PARK7;PARK7","NM_001123377;NM_007262","5'UTR;5'UTR","","","","","1:8020996-8022530","Promoter_Associated","",-0.564435493940485,-0.727123317345612,-4.84296919200996,1.61767650403464e-05,0.00780879628969949,2.91587844324799
"cg02625638","chr8",124218648,"-","cg02625638",NA,NA,NA,NA,NA,NA,"chr8:124219411-124219809","N_Shore","FAM83A;FAM83A","NM_032899;NM_207006","Body;Body","","","TRUE","8:124287747-124287858","","","",0.997137599049808,2.28312571743189,4.8420580551692,1.62251678361945e-05,0.00781788104687995,2.91317868045542
"cg10995925","chr6",31539601,"-","cg10995925",NA,NA,NA,NA,NA,NA,"","OpenSea","LTA;LTA","NM_000595;NM_001159740","TSS1500;TSS1500","","","","","","","",0.837641306645632,1.95187154951497,4.84137496776916,1.62615493970701e-05,0.00781788104687995,2.91115472657384
"cg16821992","chr8",116679935,"+","cg16821992",NA,NA,NA,NA,NA,NA,"chr8:116679698-116679936","Island","TRPS1","NM_014112","5'UTR","","","","8:116748881-116749569","8:116679735-116679956","Promoter_Associated_Cell_type_specific","",-0.916375404450197,-2.67373495203898,-4.84133814995966,1.62635126121316e-05,0.00781788104687995,2.91104563924603
"cg19256656","chr6",30579560,"+","cg19256656",NA,NA,NA,NA,NA,NA,"","OpenSea","PPP1R10","NM_002714","5'UTR","","","TRUE","","","","",-0.990474196265549,2.56044780423845,-4.8404923966151,1.63086745776032e-05,0.00781788104687995,2.9085398168191
"cg09173348","chr17",37322431,"+","cg09173348",NA,NA,NA,NA,NA,NA,"chr17:37321482-37322099","S_Shore","ARL5C","NM_001143968","TSS200","","","TRUE","","","","",0.758725830695251,0.213679612972824,4.84018876219148,1.63249183229468e-05,0.00781788104687995,2.90764022640151
"cg14145194","chr19",10450022,"+","cg14145194",NA,NA,NA,NA,NA,NA,"","OpenSea","ICAM3","NM_002162","Body","","","","","19:10449664-10450627","Promoter_Associated","",0.523672831426917,-2.06963487812772,4.8399559475227,1.63373841687119e-05,0.00781788104687995,2.9069504660951
"cg11538810","chr22",46481727,"+","cg11538810","rs77409217",0.023892,NA,NA,NA,NA,"chr22:46481815-46482024","N_Shore","LOC400931","NR_027033","TSS200","","","","","","","TRUE",-0.526937170050843,3.25801326091432,-4.8397354013742,1.63492017570087e-05,0.00781788104687995,2.90629706132331
"cg02346342","chr8",74332435,"+","cg02346342",NA,NA,NA,NA,NA,NA,"","OpenSea","","","","","","TRUE","8:74494974-74495105","","","TRUE",-0.827044049100001,2.97067527576758,-4.83854907175784,1.64129138249806e-05,0.0078221125769522,2.90278248835422
"cg20704450","chr1",228658371,"+","cg20704450",NA,NA,NA,NA,NA,NA,"chr1:228658937-228659152","N_Shore","","","","","","","1:226724944-226725028","","","",1.1981364662815,-0.424999564596062,4.8382175976932,1.64307593813171e-05,0.0078221125769522,2.90180051462149
"cg05022301","chr14",93650515,"+","cg05022301",NA,NA,NA,NA,NA,NA,"chr14:93650745-93651652","N_Shore","C14orf109;MOAP1;C14orf109","NM_001098621;NM_022151;NM_015676","TSS1500;Body;TSS1500","","","","","14:93650342-93652057","Promoter_Associated","",-0.729272111893192,-1.55178664419437,-4.83806829104601,1.64388038400814e-05,0.0078221125769522,2.90135820731691
"cg11849561","chr10",89265755,"-","cg11849561",NA,NA,NA,NA,NA,NA,"chr10:89264370-89265371","S_Shore","MINPP1","NM_004897","Body","","","","","10:89263932-89265756","Promoter_Associated","",-0.686689455825681,-1.76916292815459,-4.8379370261323,1.64458794372895e-05,0.0078221125769522,2.90096934979509
"cg13308964","chr17",69029659,"+","cg13308964",NA,NA,NA,NA,NA,NA,"","OpenSea","","","","","","TRUE","","","","",1.05180465558302,0.736580179700768,4.83741602837507,1.64739924737684e-05,0.00782503659842352,2.89942597842123
"cg17246606","chr1",16266161,"-","cg17246606",NA,NA,NA,NA,NA,NA,"chr1:16269900-16270259","N_Shelf","SPEN","NM_015001","3'UTR","","","","","","","TRUE",-0.710148192395011,2.43974712911967,-4.83548038323725,1.65788551570143e-05,0.0078643598607331,2.89369230489399
"cg19692322","chr1",3621048,"+","cg19692322",NA,NA,NA,NA,NA,NA,"chr1:3623318-3623521","N_Shelf","TP73;TP73;TP73;TP73","NM_001126240;NM_005427;NM_001126242;NM_001126241","Body;Body;Body;Body","","","","1:3610729-3610958","1:3620939-3621094","Unclassified_Cell_type_specific","",-0.541831100112498,0.0597478346648899,-4.83155677627733,1.67934360451625e-05,0.00795555535094269,2.88207173848045
"cg18717146","chr19",1478715,"-","cg18717146",NA,NA,NA,NA,NA,NA,"chr19:1478603-1479621","Island","C19orf25","NM_152482","Body","","","","19:1429637-1430591","19:1478505-1479846","Promoter_Associated","",-0.611519200501368,-1.55595910001677,-4.83048190845517,1.68526960939979e-05,0.0079638539821015,2.87888870712203
"cg21915799","chr8",10282809,"-","cg21915799",NA,NA,NA,NA,NA,NA,"","OpenSea","MSRA;MSRA;MSRA","NM_001135671;NM_001135670;NM_012331","Body;Body;Body","","","TRUE","8:10319813-10320318","8:10282334-10283683","Unclassified","TRUE",-0.594625784482093,-2.39794544312335,-4.83006618254664,1.68756712612818e-05,0.0079638539821015,2.87765765559414
"cg09328979","chr16",88700622,"+","cg09328979",NA,NA,NA,NA,NA,NA,"chr16:88700455-88701573","Island","","","","","","","16:87227834-87229153","16:88699880-88700805","Promoter_Associated","",-2.20464633618581,-3.6056266984633,-4.82967469503567,1.68973350940174e-05,0.0079638539821015,2.87649840321839
"cg06713671","chr19",5914158,"-","cg06713671","rs61743888",0.013158,NA,NA,NA,NA,"chr19:5915007-5915301","N_Shore","CAPS;CAPS","NM_004058;NM_080590","TSS200;TSS200","","","TRUE","","","","TRUE",-0.691914140637789,1.60745064180779,-4.82961982479802,1.69003736486652e-05,0.0079638539821015,2.87633592621012
"cg07091481","chr10",82169149,"+","cg07091481",NA,NA,NA,NA,NA,NA,"chr10:82168064-82168917","S_Shore","C10orf58","NM_032333","5'UTR","","","","","10:82169084-82169331","Unclassified_Cell_type_specific","TRUE",-1.09166517925366,1.86364852885299,-4.82651854460539,1.70729912350648e-05,0.00802974916798105,2.86715343315793
"cg22209601","chr17",43471099,"-","cg22209601",NA,NA,NA,NA,NA,NA,"chr17:43472527-43474343","N_Shore","","","","","","","","","","",-0.642976730463175,1.7320688374492,-4.82629872597452,1.70852920583577e-05,0.00802974916798105,2.86650263437317
"cg01482376","chr11",12913606,"-","cg01482376",NA,NA,NA,NA,NA,NA,"","OpenSea","TEAD1","NM_021961","Body","","","TRUE","","","","",0.619652700658328,3.48975083715976,4.82552589514282,1.71286082054571e-05,0.00803950069848887,2.86421463716834
"cg27134139","chr10",26681347,"+","cg27134139",NA,NA,NA,NA,NA,NA,"chr10:26680634-26680999","S_Shore","","","","","","","","","","",-1.06120878540265,-2.69787572032844,-4.82502155982358,1.7156933839514e-05,0.00804219986270743,2.8627215813821
"cg12239580","chr3",43073058,"+","cg12239580","rs532792",0.336014,NA,NA,NA,NA,"","OpenSea","FAM198A","NM_001129908","Body","","","","","","","",-1.32734496274389,0.416443468882422,-4.82397516109626,1.72158513246579e-05,0.00804960249792044,2.85962390276635
"cg22994281","chr2",228029448,"+","cg22994281",NA,NA,NA,NA,NA,NA,"chr2:228028679-228029733","Island","COL4A3;COL4A3;COL4A3;COL4A3;COL4A4","NM_031362;NM_031366;NM_000091;NM_031365;NM_000092","1stExon;1stExon;1stExon;1stExon;TSS200","","DMR","","2:227736545-227738112","","","TRUE",-0.894945916524736,-5.23222776399713,-4.82393852485789,1.72179177347482e-05,0.00804960249792044,2.85951545070666
"cg10586546","chr6",31634657,"-","cg10586546",NA,NA,NA,NA,NA,NA,"chr6:31632815-31634093","S_Shore","BAT4;CSNK2B","NM_033177;NM_001320","TSS1500;Body","","RDMR","","","","","",-0.64108741985906,-1.39714866795765,-4.82277654406844,1.72835843497772e-05,0.00805941944846996,2.85607581590246
"cg05409047","chr21",37259564,"-","cg05409047",NA,NA,NA,NA,NA,NA,"chr21:37259191-37259602","Island","","","","","","","21:36181062-36181472","","","",-0.544765568363294,2.57276313352658,-4.8227649709738,1.72842396150329e-05,0.00805941944846996,2.85604155887886
"cg07617866","chr19",45873294,"+","cg07617866",NA,NA,NA,NA,NA,NA,"chr19:45873339-45874033","N_Shore","ERCC2;ERCC2","NM_001130867;NM_000400","Body;Body","","","","","19:45873278-45874409","Promoter_Associated","",-0.964518513692807,-2.15481737241336,-4.82224551170997,1.73136764571243e-05,0.00805941944846996,2.85450395094097
"cg20426713","chr1",84763338,"-","cg20426713",NA,NA,NA,NA,NA,NA,"chr1:84764108-84764906","N_Shore","SAMD13","NM_001010971","TSS1500","","","","","","","",-0.905872583154009,3.46157761326891,-4.82196824344547,1.7329408967222e-05,0.00805941944846996,2.8536832493644
"cg26500914","chr6",33288323,"-","cg26500914",NA,NA,NA,NA,NA,NA,"chr6:33288733-33289008","N_Shore","DAXX;DAXX;DAXX;DAXX","NM_001141969;NR_024517;NM_001350;NM_001141970","Body;Body;Body;Body","","","TRUE","","","","TRUE",-0.848871271684412,2.26963395575335,-4.82080629192462,1.73954926664375e-05,0.00807960532588661,2.85024405421107
"cg03247245","chr12",67272574,"+","cg03247245",NA,NA,NA,NA,NA,NA,"","OpenSea","","","","","","TRUE","","","","",-0.713744703852607,1.3415310150173,-4.81851109215919,1.75267577659665e-05,0.00812520960355368,2.84345123406968
"cg04116545","chr6",125684679,"-","cg04116545",NA,NA,NA,NA,NA,NA,"chr6:125684544-125684865","Island","","","","","DMR","TRUE","6:125726061-125726564","","","",-0.807582454900798,-3.65170286012421,-4.81829276033404,1.75392951062689e-05,0.00812520960355368,2.84280510669338
"cg06268875","chr18",11147385,"-","cg06268875",NA,NA,NA,NA,NA,NA,"chr18:11148307-11149936","N_Shore","FAM38B","NM_022068","Body","","RDMR","TRUE","18:11137249-11137905","","","",1.43291467745461,-0.932210921588307,4.8177515844667,1.75704093170443e-05,0.00812905255474085,2.84120359213911
"cg01338255","chr20",30176054,"+","cg01338255",NA,NA,NA,NA,NA,NA,"chr20:30175457-30176058","Island","","","","","CDMR","TRUE","20:29639119-29639768","20:30175310-30176217","Unclassified_Cell_type_specific","TRUE",-0.673362539244808,-2.38678053755634,-4.8170876078452,1.76086580661213e-05,0.00813618209178387,2.83923873238598
"cg24101009","chr11",93863858,"+","cg24101009",NA,NA,NA,NA,NA,NA,"chr11:93861560-93862773","S_Shore","PANX1","NM_015368","Body","","","TRUE","","","","",-0.492424098185604,1.66240634863487,-4.81540406599874,1.77060073685416e-05,0.00817056553757268,2.83425705071051
